#RtAcc (float32)[1],
29908.674,
26377.217,
22752.152,
19093.854,
15460.203,
11905.605,
8480.134,
5228.765,
2190.7573,
-600.8418,
-3119.542,
-5345.61,
-7266.1245,
-8874.889,
-10172.208,
-11164.543,
-11864.045,
-12287.997,
-12458.166,
-12400.094,
-12142.334,
-11715.666,
-11152.292,
-10485.044,
-9746.615,
-8968.832,
-8181.981,
-7414.2026,
-6690.967,
-6034.631,
-5464.0933,
-4994.5454,
-4637.3164,
-4399.8174,
-4285.582,
-4294.3877,
-4422.4634,
-4662.768,
-5005.328,
-5437.6304,
-5945.05,
-6511.307,
-7118.939,
-7749.775,
-8385.402,
-9007.615,
-9598.833,
-10142.485,
-10623.353,
-11027.8545,
-11344.292,
-11563.029,
-11676.62,
-11679.877,
-11569.893,
-11346,
-11009.695,
-10564.509,
-10015.85,
-9370.81,
-8637.95,
-7827.071,
-6948.9595,
-6015.1484,
-5037.665,
-4028.7903,
-3000.8286,
-1965.8945,
-935.7166,
78.53579,
1066.4023,
2018.2574,
2925.4106,
3780.1814,
4575.952,
5307.195,
5969.4814,
6559.4707,
7074.8833,
7514.457,
7877.895,
8165.8037,
8379.62,
8521.54,
8594.436,
8601.78,
8547.564,
8436.218,
8272.529,
8061.5767,
7808.6475,
7519.173,
7198.6577,
6852.6167,
6486.5146,
6105.703,
5715.3687,
5320.476,
4925.7197,
4535.475,
4153.7563,
3784.1765,
3429.912,
3093.6753,
2777.69,
2483.676,
2212.8413,
1965.8812,
1742.9877,
1543.8676,
1367.7698,
1213.5225,
1079.5784,
964.06995,
864.8704,
779.6626,
706.01196,
641.4432,
583.5183,
529.9139,
478.49576,
427.38907,
375.04068,
320.27316,
262.32745,
200.89307,
136.12448,
68.64258,
-0.47923928,
-69.74452,
-137.27838,
-200.88637,
-258.12656,
-306.39264,
-343.00644,
-365.3167,
-370.80197,
-357.1739,
-322.47827,
-265.19028,
-184.30107,
-79.39221,
49.304207,
200.86269,
373.64035,
565.2735,
772.6958,
992.17786,
1219.3885,
1449.477,
1677.1729,
1896.9042,
2102.9285,
2289.4746,
2450.8933,
2581.8079,
2677.2666,
2732.8892,
2745.0022,
2710.7637,
2628.2676,
2496.6301,
2316.0508,
2087.847,
1814.4637,
1499.452,
1147.4196,
763.9543,
355.51978,
-70.67266,
-506.81406,
-944.6659,
-1375.7422,
-1791.5012,
-2183.542,
-2543.8008,
-2864.7417,
-3139.5374,
-3362.2356,
-3527.9038,
-3632.7532,
-3674.2341,
-3651.1035,
-3563.4587,
-3412.742,
-3201.709,
-2934.369,
-2615.8906,
-2252.4827,
-1851.2479,
-1420.0156,
-967.1577,
-501.3914,
-31.575443,
433.49634,
885.29816,
1315.7668,
1717.4836,
2083.837,
2409.1643,
2688.8684,
2919.505,
3098.839,
3225.874,
3300.8433,
3325.1758,
3301.4282,
3233.193,
3124.9788,
2982.0703,
2810.3738,
2616.2456,
2406.3174,
2187.3147,
1965.8795,
1748.4001,
1540.8505,
1348.6467,
1176.5223,
1028.4248,
907.4386,
815.7325,
754.5353,
724.1385,
723.92523,
752.42487,
807.39014,
885.8947,
984.44806,
1099.1232,
1225.6938,
1359.7766,
1496.9741,
1633.0139,
1763.8811,
1885.9379,
1996.0298,
2091.5737,
2170.6257,
2231.9282,
2274.9333,
2299.8037,
2307.3914,
2299.1943,
2277.2937,
2244.2725,
2203.1206,
2157.1272,
2109.765,
2064.5698,
2025.0199,
1994.4164,
1975.7721,
1971.7086,
1984.3665,
2015.331,
2065.576,
2135.4238,
2224.5298,
2331.8826,
2455.8276,
2594.1084,
2743.9255,
2902.0134,
3064.7275,
3228.1465,
3388.1775,
3540.6711,
3681.533,
3806.8381,
3912.9353,
3996.5479,
4054.8604,
4085.594,
4087.0657,
4058.2314,
3998.7112,
3908.7964,
3789.4387,
3642.2222,
3469.3176,
3273.4248,
3057.6975,
2825.6619,
2581.1243,
2328.0742,
2070.5847,
1812.7117,
1558.3973,
1311.3788,
1075.103,
852.65295,
646.68494,
459.37875,
292.40137,
146.88582,
23.424135,
-77.92541,
-157.61732,
-216.58554,
-256.1989,
-278.20724,
-284.67984,
-277.9383,
-260.48596,
-234.93617,
-203.94096,
-170.12277,
-136.01042,
-103.98147,
-76.21177,
-54.63371,
-40.903645,
-36.379,
-42.105236,
-58.812344,
-86.92054,
-126.55429,
-177.56378,
-239.55264,
-311.91058,
-393.84973,
-484.44305,
-582.6636,
-687.4231,
-797.6087,
-912.117,
-1029.8838,
-1149.9093,
-1271.2787,
-1393.1764,
-1514.8953,
-1635.8403,
-1755.5271,
-1873.5758,
-1989.7008,
-2103.6978,
-2215.428,
-2324.801,
-2431.758,
-2536.2534,
-2638.2397,
-2737.6536,
-2834.4036,
-2928.3623,
-3019.3608,
-3107.1877,
-3191.5896,
-3272.2766,
-3348.931,
-3421.2158,
-3488.7883,
-3551.3132,
-3608.4758,
-3659.9958,
-3705.6401,
-3745.2334,
-3778.666,
-3805.901,
-3826.9753,
-3841.9995,
-3851.1526,
-3854.674,
-3852.853,
-3846.013,
-3834.4963,
-3818.6445,
-3798.7808,
-3775.189,
-3748.095,
-3717.651,
-3683.9194,
-3646.8623,
-3606.3335,
-3562.076,
-3513.723,
-3460.8057,
-3402.7654,
-3338.9705,
-3268.7383,
-3191.3616,
-3106.137,
-3012.3982,
-2909.5493,
-2797.098,
-2674.6897,
-2542.1387,
-2399.4556,
-2246.8716,
-2084.8577,
-1914.1355,
-1735.6831,
-1550.7328,
-1360.7604,
-1167.4674,
-972.755,
-778.69006,
-587.46576,
-401.35547,
-222.66237,
-53.66543,
103.436134,
246.57901,
373.89062,
483.74103,
574.79047,
646.03094,
696.82025,
726.9082,
736.45264,
726.02594,
696.61096,
649.58594,
586.6996,
510.036,
421.97018,
325.11603,
222.2671,
116.33263,
10.269572,
-92.98672,
-190.5918,
-279.85934,
-358.3244,
-423.80112,
-474.43304,
-508.73495,
-525.62476,
-524.4448,
-504.9721,
-467.41672,
-412.4092,
-340.97684,
-254.50974,
-154.71776,
-43.57958,
76.714645,
203.8252,
335.32755,
468.7779,
601.778,
732.03656,
857.42645,
976.03534,
1086.2086,
1186.5834,
1276.1127,
1354.0795,
1420.0999,
1474.1154,
1516.3761,
1547.4132,
1568.004,
1579.1293,
1581.9254,
1577.632,
1567.5383,
1552.928,
1535.0267,
1514.952,
1493.6688,
1471.9512,
1450.3519,
1429.1812,
1408.494,
1388.089,
1367.5159,
1346.0942,
1322.9402,
1297.0027,
1267.1064,
1232.0015,
1190.4155,
1141.1112,
1082.9417,
1014.9066,
936.2044,
846.27954,
744.8636,
632.00824,
508.1087,
373.9174,
230.54633,
79.45865,
-77.551346,
-238.38867,
-400.69843,
-561.9155,
-719.3222,
-870.11206,
-1011.458,
-1140.5831,
-1254.8322,
-1351.7413,
-1429.1045,
-1485.0345,
-1518.0166,
-1526.9532,
-1511.1997,
-1470.5864,
-1405.432,
-1316.5417,
-1205.1951,
-1073.1205,
-922.4585,
-755.7156,
-575.70746,
-385.4953,
-188.316,
12.491772,
213.56354,
411.58514,
603.3668,
785.9135,
956.4892,
1112.6744,
1252.4142,
1374.0569,
1476.3821,
1558.6162,
1620.4386,
1661.9741,
1683.7762,
1686.799,
1672.3602,
1642.0974,
1597.9153,
1541.9303,
1476.4109,
1403.7169,
1326.2389,
1246.3394,
1166.2977,
1088.2607,
1014.1981,
945.8661,
884.7786,
832.1874,
789.0698,
756.1262,
733.78467,
722.21405,
721.34326,
730.8864,
750.3731,
779.1813,
816.5725,
861.728,
913.7839,
971.8642,
1035.1115,
1102.7128,
1173.9209,
1248.0707,
1324.589,
1402.9983,
1482.916,
1564.046,
1646.1676,
1729.1177,
1812.7716,
1897.0201,
1981.746,
2066.7996,
2151.9756,
2236.993,
2321.4749,
2404.9368,
2486.7754,
2566.2654,
2642.5608,
2714.702,
2781.6292,
2842.2014,
2895.2197,
2939.4553,
2973.6816,
2996.7078,
3007.414,
3004.788,
2987.9587,
2956.2288,
2909.104,
2846.317,
2767.847,
2673.932,
2565.075,
2442.043,
2305.858,
2157.7815,
1999.292,
1832.0557,
1657.8914,
1478.7314,
1296.5789,
1113.4615,
931.38617,
752.2916,
578.0052,
410.20056,
250.36092,
99.74696,
-40.628727,
-170.0202,
-287.95914,
-394.258,
-489.00516,
-572.55225,
-645.4945,
-708.6439,
-762.997,
-809.69775,
-849.9968,
-885.20886,
-916.6684,
-945.6866,
-973.5099,
-1001.2817,
-1030.0082,
-1060.5298,
-1093.499,
-1129.3649,
-1168.3645,
-1210.5228,
-1255.6592,
-1303.401,
-1353.2047,
-1404.3813,
-1456.1279,
-1507.5623,
-1557.7599,
-1605.7926,
-1650.7667,
-1691.8595,
-1728.3529,
-1759.6635,
-1785.3666,
-1805.2158,
-1819.1538,
-1827.318,
-1830.0372,
-1827.8226,
-1821.3501,
-1811.4371,
-1799.0134,
-1785.087,
-1770.7067,
-1756.9216,
-1744.7401,
-1735.0895,
-1728.7759,
-1726.4496,
-1728.5724,
-1735.3922,
-1746.9232,
-1762.934,
-1782.9427,
-1806.2212,
-1831.8068,
-1858.5214,
-1884.9998,
-1909.7228,
-1931.0568,
-1947.2983,
-1956.7212,
-1957.6255,
-1948.388,
-1927.5092,
-1893.6602,
-1845.7235,
-1782.8296,
-1704.3857,
-1610.0988,
-1499.9879,
-1374.3903,
-1233.9567,
-1079.6389,
-912.6678,
-734.52454,
-546.904,
-351.67255,
-150.8209,
53.58588,
259.46063,
464.74612,
667.4658,
865.7716,
1057.9875,
1242.647,
1418.5238,
1584.6556,
1740.3583,
1885.2317,
2019.1571,
2142.285,
2255.0151,
2357.969,
2451.9548,
2537.9285,
2616.9485,
2690.13,
2758.5957,
2823.4302,
2885.632,
2946.073,
3005.461,
3064.308,
3122.907,
3181.3157,
3239.3486,
3296.5796,
3352.35,
3405.7893,
3455.84,
3501.2925,
3540.823,
3573.0396,
3596.5288,
3609.906,
3611.8645,
3601.224,
3576.9773,
3538.3289,
3484.733,
3415.92,
3331.918,
3233.0642,
3120.0078,
2993.703,
2855.394,
2706.5913,
2549.0374,
2384.6694,
2215.5725,
2043.929,
1871.9667,
1701.9027,
1535.8885,
1375.9564,
1223.9692,
1081.5745,
950.16425,
830.8421,
724.3982,
631.29266,
551.6479,
485.24997,
431.5593,
389.72916,
358.6326,
336.8958,
322.93784,
315.01422,
311.2644,
309.76044,
308.5562,
305.7354,
299.4569,
287.99628,
269.7824,
243.4283,
207.75514,
161.80943,
104.87272,
36.464096,
-43.6643,
-135.53835,
-238.97882,
-353.6232,
-478.95132,
-614.3138,
-758.9621,
-912.07855,
-1072.806,
-1240.2749,
-1413.6272,
-1592.0369,
-1774.7251,
-1960.9706,
-2150.114,
-2341.5571,
-2534.7563,
-2729.2117,
-2924.4507,
-3120.0085,
-3315.4077,
-3510.133,
-3703.6084,
-3895.1738,
-4084.0654,
-4269.3965,
-4450.1465,
-4625.151,
-4793.1016,
-4952.5513,
-5101.925,
-5239.538,
-5363.625,
-5472.3677,
-5563.9365,
-5636.53,
-5688.4224,
-5718.0117,
-5723.8677,
-5704.7812,
-5659.8086,
-5588.3135,
-5490.0044,
-5364.962,
-5213.661,
-5036.9834,
-4836.218,
-4613.054,
-4369.562,
-4108.1646,
-3831.5955,
-3542.8545,
-3245.1482,
-2941.828,
-2636.3213,
-2332.06,
-2032.4073,
-1740.5842,
-1459.5997,
-1192.1849,
-940.7329,
-707.24786,
-493.3022,
-300.00592,
-127.986595,
22.617817,
152.15381,
261.4346,
351.71054,
424.62848,
482.1808,
526.6464,
560.52484,
586.4651,
607.1921,
625.43243,
643.8416,
664.9345,
691.0223,
724.15576,
766.07886,
818.19135,
881.5238,
956.72375,
1044.0548,
1143.4071,
1254.3192,
1376.012,
1507.4296,
1647.2904,
1794.143,
1946.426,
2102.5312,
2260.865,
2419.9077,
2578.2703,
2734.7415,
2888.3306,
3038.2969,
3184.1716,
3325.7664,
3463.1711,
3596.7385,
3727.059,
3854.9233,
3981.277,
4107.1665,
4233.6777,
4361.874,
4492.73,
4627.0635,
4765.477,
4908.298,
5055.529,
5206.8096,
5361.384,
5518.086,
5675.3354,
5831.1484,
5983.1626,
6128.6777,
6264.705,
6388.033,
6495.304,
6583.0933,
6648.003,
6686.7515,
6696.27,
6673.795,
6616.9536,
6523.8467,
6393.119,
6224.016,
6016.431,
5770.931,
5488.7705,
5171.8833,
4822.86,
4444.9067,
4041.784,
3617.7356,
3177.3994,
2725.708,
2267.7808,
1808.809,
1353.9381,
908.14984,
476.1479,
62.249004,
-329.71594,
-696.4893,
-1035.4595,
-1344.7178,
-1623.0968,
-1870.1902,
-2086.353,
-2272.682,
-2430.9778,
-2563.6882,
-2673.836,
-2764.9316,
-2840.8757,
-2905.8494,
-2964.202,
-3020.3328,
-3078.5754,
-3143.0833,
-3217.7231,
-3305.978,
-3410.8596,
-3534.8384,
-3679.7864,
-3846.938,
-4036.8708,
-4249.5005,
-4484.097,
-4739.3184,
-5013.255,
-5303.4966,
-5607.203,
-5921.1924,
-6242.0283,
-6566.1187,
-6889.811,
-7209.4893,
-7521.664,
-7823.0576,
-8110.678,
-8381.885,
-8634.438,
-8866.535,
-9076.837,
-9264.466,
-9429.01,
-9570.488,
-9689.325,
-9786.297,
-9862.479,
-9919.179,
-9957.865,
-9980.099,
-9987.457,
-9981.459,
-9963.506,
-9934.815,
-9896.371,
-9848.882,
-9792.75,
-9728.057,
-9654.554,
-9571.672,
-9478.543,
-9374.03,
-9256.771,
-9125.2295,
-8977.751,
-8812.632,
-8628.183,
-8422.793,
-8195.007,
-7943.5747,
-7667.519,
-7366.1797,
-7039.255,
-6686.8345,
-6309.417,
-5907.917,
-5483.663,
-5038.3794,
-4574.1606,
-4093.4321,
-3598.9055,
-3093.5227,
-2580.3975,
-2062.7493,
-1543.8379,
-1026.8962,
-515.0651,
-11.331088,
481.5302,
961.0047,
1424.8828,
1871.294,
2298.7322,
2706.0723,
3092.5771,
3457.895,
3802.0505,
4125.427,
4428.7407,
4713.0156,
4979.548,
5229.8716,
5465.7227,
5689.003,
5901.745,
6106.0806,
6304.2114,
6498.3823,
6690.861,
6883.919,
7079.818,
7280.8003,
7489.0786,
7706.829,
7936.187,
8179.2397,
8438.018,
8714.483,
9010.52,
9327.907,
9668.302,
10033.206,
10423.933,
10841.563,
11286.905,
11760.44,
12262.273,
12792.077,
13349.044,
13931.831,
14538.519,
15166.57,
15812.806,
16473.383,
17143.791,
17818.87,
18492.826,
19159.291,
19811.379,
20441.764,
21042.785,
21606.562,
22125.12,
22590.535,
22995.082,
23331.396,
23592.629,
23772.604,
23865.973,
23868.352,
23776.45,
23588.18,
23302.742,
22920.682,
22443.924,
21875.781,
21220.91,
20485.268,
19676.004,
18801.344,
17870.441,
16893.195,
15880.061,
14841.825,
13789.398,
12733.57,
11684.791,
10652.941,
9647.131,
8675.5,
7745.062,
6861.56,
6029.37,
5251.431,
4529.223,
3862.7805,
3250.7485,
2690.4802,
2178.1682,
1709.0146,
1277.426,
877.2349,
501.93723,
144.93954,
-200.1911,
-539.4837,
-878.3336,
-1221.295,
-1571.9028,
-1932.5299,
-2304.2878,
-2686.973,
-3079.0637,
-3477.7693,
-3879.132,
-4278.1797,
-4669.1274,
-5045.623,
-5401.0312,
-5728.7466,
-6022.5293,
-6276.8525,
-6487.2505,
-6650.6567,
-6765.719,
-6833.0854,
-6855.6406,
-6838.694,
-6790.0986,
-6720.307,
-6642.342,
-6571.69,
-6526.113,
-6525.3755,
-6590.89,
-6745.289,
-7011.928,
-7414.328,
-7975.5713,
-8717.664,
-9660.876,
-10823.078,
-12219.092,
-13860.072,
-15752.93,
-17899.826,
-20297.74,
-22938.137,
-25806.736,
-28883.396,
-32142.139,
-35551.277,
-39073.72,
-42667.344,
-46285.57,
-49878.004,
-53391.22,
-56769.61,
-59956.37,
-62894.496,
-65527.855,
-67802.266,
-71073.83,
-71982.05,
-72355.414,
-72165.04,
-71389.67,
-70016.37,
-68040.92,
-65468.195,
-62312.26,
-58596.35,
-54352.676,
-49622.01,
-44453.18,
-38902.305,
-33031.98